"text","label"
"realmente Qué inteligente actitud por favor","limpio"
"un poco Eres un perdedor","ofensivo"
"siempre Gracias por ser tan generoso hoy","limpio"
"realmente Qué persona tan positiva","limpio"
"tan Qué malparido actitud tienes ya","ofensivo"
"tan Vete, manco","ofensivo"
"siempre No eres más que un basura por favor","ofensivo"
"muy Qué inútil tan grande","ofensivo"
"realmente Vete a la mierda, manco de verdad","ofensivo"
"muy Eres un cabron en serio","ofensivo"
"Que dedicado persona en serio","limpio"
"Que dedicado persona de verdad","limpio"
"realmente Eres un auténtico manco de verdad","ofensivo"
"siempre Que respetuoso persona","limpio"
"siempre Qué cabron comentario ya","ofensivo"
"siempre dedicado","limpio"
"muy No eres más que un cretino por favor","ofensivo"
"Eres un auténtico tonto por favor","ofensivo"
"tan Menuda patetico en serio","ofensivo"
"siempre No eres mas que un burro de verdad","ofensivo"
"tan Eres un tonto por favor","ofensivo"
"realmente Solo un patético diría eso ya","ofensivo"
"muy Tu amable es admirable de verdad","limpio"
"realmente Eres un auténtico gilipollas","ofensivo"
"tan Que cabron persona hoy","ofensivo"
"realmente Qué torpe comentario por favor","ofensivo"
"tan Me pareces un cabron de verdad","ofensivo"
"un poco Gracias por ser tan inspirador en serio","limpio"
"siempre Que basura tan grande ya","ofensivo"
"Que considerado persona por favor","limpio"
"a veces Tu trabajo es muy inspirador ya","limpio"
"tan Qué inspirador detalle hoy","limpio"
"a veces Eres un cerdo de verdad","ofensivo"
"Que manco persona por favor","ofensivo"
"muy Me encanta tu amable","limpio"
"muy Tu maduro es admirable","limpio"
"Me parece que eres muy simpatico ya","limpio"
"Eres tan estupido por favor","ofensivo"
"realmente Eres tan inútil ya","ofensivo"
"Eres un autentico zorra","ofensivo"
"un poco Que inspirador actitud hoy","limpio"
"muy Eres un autentico manco ya","ofensivo"
"realmente Eres un imbecil de verdad","ofensivo"
"Qué comprensivo actitud","limpio"
"tan Te deseo lo mejor","limpio"
"a veces Tu amable es admirable hoy","limpio"
"realmente Que tipo tan negativo","ofensivo"
"un poco No eres más que un zorra hoy","ofensivo"
"Me parece que eres muy inspirador","limpio"
"Qué gilipollas persona","ofensivo"
"siempre Que inteligente detalle","limpio"
"realmente Vete a la mierda, manco en serio","ofensivo"
"Tu trabajo es muy inteligente de verdad","limpio"
"Qué cerdo comentario en serio","ofensivo"
"un poco Menuda gilipollas","ofensivo"
"realmente Que amable detalle","limpio"
"a veces Qué simpático detalle en serio","limpio"
"tan Tu trabajo es muy comprensivo de verdad","limpio"
"realmente Eres tan basura de verdad","ofensivo"
"un poco Me parece que eres muy inspirador hoy","limpio"
"siempre Qué dedicado persona ya","limpio"
"Vete, zangano","ofensivo"
"un poco Eres muy comprensivo por favor","limpio"
"muy Me parece que eres muy amable por favor","limpio"
"muy Gracias por ser considerado de verdad","limpio"
"un poco Que talentoso persona","limpio"
"siempre Eres un patético","ofensivo"
"muy Eres un imbécil","ofensivo"
"a veces Gracias por ser tan talentoso ya","limpio"
"a veces Eres un auténtico inútil de verdad","ofensivo"
"a veces Que dedicado eres hoy","limpio"
"Eres tan imbecil de verdad","ofensivo"
"Eres muy confiable en serio","limpio"
"realmente Eres muy responsable por favor","limpio"
"realmente Gracias por ser inteligente","limpio"
"realmente Menuda subnormal por favor","ofensivo"
"tan Me pareces un zorra por favor","ofensivo"
"Eres muy confiable por favor","limpio"
"a veces Eres muy simpatico de verdad","limpio"
"un poco Tu comprensivo es admirable hoy","limpio"
"tan Qué optimista eres en serio","limpio"
"Gracias por ser valiente por favor","limpio"
"siempre Eres un zangano ya","ofensivo"
"Eres un pendejo en serio","ofensivo"
"realmente Qué considerado actitud por favor","limpio"
"un poco Eres tan idiota por favor","ofensivo"
"Menuda pendejo","ofensivo"
"realmente Eres un autentico subnormal por favor","ofensivo"
"realmente Me pareces un patético hoy","ofensivo"
"a veces Solo un imbecil diria eso por favor","ofensivo"
"un poco Eres muy dedicado hoy","limpio"
"realmente Eres muy generoso por favor","limpio"
"Pareces un patetico de verdad","ofensivo"
"tan Pareces un patetico","ofensivo"
"siempre Pareces un subnormal","ofensivo"
"realmente Qué amable persona de verdad","limpio"
"siempre Vete a la mierda, manco","ofensivo"
"realmente Me parece que eres muy valiente hoy","limpio"
"a veces Eres un auténtico cerdo en serio","ofensivo"
"un poco Me pareces un subnormal ya","ofensivo"
"tan Qué tipo tan molesto","ofensivo"
"realmente Gracias por tu comprensión","limpio"
"optimista","limpio"
"Que talentoso actitud en serio","limpio"
"un poco Nunca haces algo bien","ofensivo"
"a veces Qué inteligente detalle por favor","limpio"
"Qué torpe persona por favor","ofensivo"
"siempre Me encanta tu amable de verdad","limpio"
"a veces Eres muy trabajador","limpio"
"muy Qué inteligente actitud ya","limpio"
"siempre Gracias por ser inteligente de verdad","limpio"
"Eres un cabron ya","ofensivo"
"realmente Solo un burro diria eso","ofensivo"
"Que valiente persona ya","limpio"
"Qué patético actitud tienes en serio","ofensivo"
"realmente Gracias por ser amable","limpio"
"realmente Eres muy dedicado en serio","limpio"
"muy Pareces un inútil por favor","ofensivo"
"muy Eres un malparido por favor","ofensivo"
"Menuda torpe hoy","ofensivo"
"un poco Eres un auténtico zorra","ofensivo"
"siempre Que manco actitud tienes","ofensivo"
"siempre Vete, cretino por favor","ofensivo"
"siempre Qué gilipollas eres por favor","ofensivo"
"tan Me parece que eres muy respetuoso en serio","limpio"
"Gracias por ser tan responsable por favor","limpio"
"a veces Me encanta tu maduro de verdad","limpio"
"siempre Eres un autentico idiota","ofensivo"
"un poco Tu actitud es asquerosa","ofensivo"
"tan Tu generoso es admirable ya","limpio"
"realmente Tu trabajo es muy generoso","limpio"
"Gracias por ser generoso","limpio"
"siempre Qué comprensivo eres en serio","limpio"
"realmente Que burro persona por favor","ofensivo"
"tan Que inspirador detalle de verdad","limpio"
"siempre Qué basura actitud tienes por favor","ofensivo"
"un poco Pareces un manco","ofensivo"
"realmente Pareces un pendejo en serio","ofensivo"
"Tu trabajo es muy comprensivo","limpio"
"tan Eres un auténtico zángano por favor","ofensivo"
"un poco Solo un burro diria eso ya","ofensivo"
"muy Que manco actitud tienes ya","ofensivo"
"tan Eres un zorra de verdad","ofensivo"
"muy Que zangano eres hoy","ofensivo"
"un poco Que cretino eres ya","ofensivo"
"un poco Menuda patético en serio","ofensivo"
"un poco Que basura eres en serio","ofensivo"
"un poco Solo un burro diría eso en serio","ofensivo"
"realmente Qué tonto tan grande por favor","ofensivo"
"muy Qué zángano eres","ofensivo"
"a veces Menuda basura por favor","ofensivo"
"realmente Pareces un torpe por favor","ofensivo"
"No eres más que un malparido en serio","ofensivo"
"a veces Eres increible","limpio"
"muy No eres más que un zorra hoy","ofensivo"
"siempre Tu trabajo es muy talentoso ya","limpio"
"muy Vete a la mierda, burro hoy","ofensivo"
"Qué responsable detalle por favor","limpio"
"tan Tu trabajo es muy dedicado por favor","limpio"
"un poco Que manco tan grande hoy","ofensivo"
"Me parece que eres muy considerado de verdad","limpio"
"Vete a la mierda, pendejo de verdad","ofensivo"
"siempre Eres un inútil por favor","ofensivo"
"realmente Gracias por ser maduro hoy","limpio"
"siempre Tu trabajo es muy confiable por favor","limpio"
"muy Vete a la mierda, imbecil por favor","ofensivo"
"a veces Me pareces un imbecil por favor","ofensivo"
"tan Gracias por ser respetuoso en serio","limpio"
"muy Eres muy generoso","limpio"
"un poco Que gilipollas tan grande","ofensivo"
"realmente Que tonto comentario","ofensivo"
"siempre Que manco eres hoy","ofensivo"
"siempre Qué simpático actitud de verdad","limpio"
"Eres muy considerado en serio","limpio"
"Solo un zorra diría eso en serio","ofensivo"
"un poco Eres muy simpatico de verdad","limpio"
"Eres un autentico burro ya","ofensivo"
"Gracias por tu honestidad","limpio"
"siempre Que zorra eres","ofensivo"
"tan Qué confiable eres","limpio"
"a veces Me parece que eres muy responsable en serio","limpio"
"tan Vete, tonto ya","ofensivo"
"a veces Tu trabajo es muy respetuoso ya","limpio"
"Que responsable actitud","limpio"
"a veces Eres muy amable en serio","limpio"
"tan Qué inteligente persona ya","limpio"
"muy optimista","limpio"
"realmente Me encanta tu generoso","limpio"
"tan Qué cerdo tan grande","ofensivo"
"No eres más que un manco en serio","ofensivo"
"tan Qué imbécil actitud tienes hoy","ofensivo"
"Qué imbecil persona por favor","ofensivo"
"Que imbecil eres de verdad","ofensivo"
"un poco Eres un autentico zangano ya","ofensivo"
"un poco Eres tan cerdo en serio","ofensivo"
"tan Que estupido persona por favor","ofensivo"
"un poco Menuda imbecil ya","ofensivo"
"siempre Que basura persona hoy","ofensivo"
"un poco Tu dedicado es admirable ya","limpio"
"siempre Que cretino tan grande de verdad","ofensivo"
"un poco Qué valiente eres ya","limpio"
"a veces Me pareces un burro","ofensivo"
"muy Me encanta tu talentoso hoy","limpio"
"a veces Tu maduro es admirable","limpio"
"muy Que tonto actitud tienes por favor","ofensivo"
"muy Que idiotez acabas de decir","ofensivo"
"muy Que valiente detalle de verdad","limpio"
"muy Que dedicado detalle de verdad","limpio"
"muy Eres muy responsable por favor","limpio"
"siempre Eres tan imbecil hoy","ofensivo"
"a veces Que inspirador persona hoy","limpio"
"un poco Qué inspirador persona de verdad","limpio"
"tan Que estupido comentario hoy","ofensivo"
"realmente Que burro eres ya","ofensivo"
"Que cabron tan grande de verdad","ofensivo"
"tan Solo un torpe diría eso en serio","ofensivo"
"siempre Eres un autentico idiota hoy","ofensivo"
"realmente Qué idiota tan grande","ofensivo"
"tan Eres muy generoso por favor","limpio"
"siempre Vete a la mierda, basura en serio","ofensivo"
"tan Menuda inútil","ofensivo"
"muy Tu maduro es admirable por favor","limpio"
"muy Me parece que eres muy talentoso hoy","limpio"
"a veces No eres mas que un burro de verdad","ofensivo"
"siempre Solo un malparido diría eso ya","ofensivo"
"un poco Que inspirador persona en serio","limpio"
"un poco Solo un imbecil diría eso","ofensivo"
"muy Me encanta tu valiente","limpio"
"a veces Que confiable eres por favor","limpio"
"tan Gracias por ser maduro hoy","limpio"
"a veces Qué optimista detalle hoy","limpio"
"siempre Gracias por ser simpático en serio","limpio"
"tan Que cerdo eres por favor","ofensivo"
"un poco Que linda actitud","limpio"
"un poco Que responsable actitud","limpio"
"tan Me pareces un burro en serio","ofensivo"
"tan Pareces un basura hoy","ofensivo"
"Pareces un inutil ya","ofensivo"
"realmente Qué estúpido tan grande ya","ofensivo"
"siempre Menuda cretino en serio","ofensivo"
"realmente Qué inteligente eres ya","limpio"
"muy Menuda malparido hoy","ofensivo"
"muy Gracias por ser valiente ya","limpio"
"siempre Que zangano tan grande","ofensivo"
"Qué cabron comentario","ofensivo"
"Eres un estúpido ya","ofensivo"
"Qué pendejo persona por favor","ofensivo"
"muy Pareces un imbécil por favor","ofensivo"
"siempre Vete, inutil en serio","ofensivo"
"un poco Que simpatico persona","limpio"
"un poco Qué inútil tan grande","ofensivo"
"siempre Tu idea es ridícula","ofensivo"
"un poco Qué generoso eres hoy","limpio"
"tan Eres un imbecil de verdad","ofensivo"
"tan Qué tonto comentario ya","ofensivo"
"Menuda tonto hoy","ofensivo"
"a veces Que amable detalle por favor","limpio"
"realmente Qué manco eres hoy","ofensivo"
"un poco Pareces un torpe hoy","ofensivo"
"un poco Menuda pendejo hoy","ofensivo"
"Vete a la mierda, idiota en serio","ofensivo"
"a veces Gracias por ser dedicado por favor","limpio"
"realmente Que considerado eres de verdad","limpio"
"a veces Eres un inutil de verdad","ofensivo"
"tan No te soporto","ofensivo"
"un poco Eres muy generoso por favor","limpio"
"tan Vete a la mierda, imbécil en serio","ofensivo"
"Qué optimista persona de verdad","limpio"
"realmente Eres un autentico tonto en serio","ofensivo"
"siempre Eres un auténtico tonto por favor","ofensivo"
"tan Pareces un manco","ofensivo"
"un poco Gracias por ser tan amable ya","limpio"
"un poco Eres muy valiente en serio","limpio"
"siempre Eres un auténtico zorra ya","ofensivo"
"siempre Tu confiable es admirable en serio","limpio"
"Me encanta tu dedicado","limpio"
"muy Qué malparido actitud tienes en serio","ofensivo"
"tan Que talentoso detalle ya","limpio"
"realmente Qué torpe tan grande en serio","ofensivo"
"Menuda gilipollas por favor","ofensivo"
"un poco Gracias por ser tan inteligente por favor","limpio"
"un poco Qué tonto tan grande","ofensivo"
"realmente Me encanta tu valiente por favor","limpio"
"realmente Qué burro eres","ofensivo"
"realmente Eres un manco de verdad","ofensivo"
"un poco Me encanta tu dedicado hoy","limpio"
"Eres tan burro en serio","ofensivo"
"un poco Gracias por ser responsable","limpio"
"Eres un auténtico basura en serio","ofensivo"
"Qué cerdo actitud tienes de verdad","ofensivo"
"tan Qué cretino actitud tienes de verdad","ofensivo"
"un poco Eres muy maduro hoy","limpio"
"un poco Menuda gilipollas ya","ofensivo"
"un poco Me parece que eres muy valiente","limpio"
"siempre Pareces un inútil ya","ofensivo"
"realmente Pareces un malparido hoy","ofensivo"
"a veces Siempre dices tonterias","ofensivo"
"Que considerado detalle","limpio"
"un poco Me pareces un cabron en serio","ofensivo"
"siempre Vete a la mierda, imbecil hoy","ofensivo"
"muy Tu trabajo es muy comprensivo ya","limpio"
"tan Tu idea es ridícula","ofensivo"
"un poco Solo un idiota diría eso","ofensivo"
"tan Vete, subnormal hoy","ofensivo"
"a veces Que respetuoso eres","limpio"
"muy Eres un autentico patetico en serio","ofensivo"
"Qué inútil persona por favor","ofensivo"
"realmente burro","ofensivo"
"un poco Que pendejo comentario","ofensivo"
"a veces Me pareces un manco por favor","ofensivo"
"Que simpatico eres","limpio"
"Tu responsable es admirable de verdad","limpio"
"muy Tu trabajo es muy inspirador hoy","limpio"
"tan Menuda subnormal de verdad","ofensivo"
"Qué simpático actitud hoy","limpio"
"un poco No eres más que un zángano hoy","ofensivo"
"un poco Eres muy generoso en serio","limpio"
"tan Que responsable actitud hoy","limpio"
"siempre Que tonto eres por favor","ofensivo"
"muy Que agradable sorpresa","limpio"
"a veces Me parece que eres muy inspirador hoy","limpio"
"siempre Eres un inútil hoy","ofensivo"
"a veces Vete a la mierda, cabron de verdad","ofensivo"
"tan Vete a la mierda, imbecil en serio","ofensivo"
"tan Eres tan cabron ya","ofensivo"
"un poco Menuda imbécil de verdad","ofensivo"
"a veces Que alegria trabajar contigo","limpio"
"un poco Menuda estupido","ofensivo"
"siempre Tu respetuoso es admirable de verdad","limpio"
"siempre Menuda patético de verdad","ofensivo"
"a veces Tu talentoso es admirable ya","limpio"
"Que buena persona eres","limpio"
"un poco Que patetico tan grande hoy","ofensivo"
"No eres más que un estúpido en serio","ofensivo"
